Income_Category,Card_Category,Education_Level,Customer_Age,Dependent_count,Attrition,Credit_Limit,CLIENT_ID,Gender,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Marital_Status,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
Less than $40K,Blue,Uneducated,51,3,Existing Customer,2185,710975883,F,43,3,1,2,Married,1761,424,0.682,1645,30,0.429,0.806,5.88E-05,0.99994
Less than $40K,Blue,Uneducated,47,3,Existing Customer,1611,714264408,F,36,4,1,0,Married,746,865,0.993,1413,29,0.706,0.463,2.17E-05,0.99998
Less than $40K,Blue,Uneducated,58,4,Existing Customer,2822,715827858,F,47,3,3,3,Married,2173,649,1.456,1218,23,2.286,0.77,0.0003262,0.99967
$80K - $120K,Blue,Graduate,46,5,Attrited Customer,32975,713741358,M,33,6,3,3,Single,2517,30458,0.658,597,17,0.7,0.076,0.99681,0.00319072
$60K - $80K,Blue,High School,53,3,Existing Customer,1438.3,709531908,M,47,5,2,2,Married,0,1438.3,0.776,2184,53,0.828,0,0.00011482,0.99989
Unknown,Blue,Uneducated,45,4,Existing Customer,15875,716493408,F,36,4,3,3,Divorced,1719,14156,0.86,1592,37,1.467,0.108,0.0003262,0.99967
Less than $40K,Blue,High School,52,1,Existing Customer,6703,714141108,F,45,6,3,3,Married,893,5810,0.567,1388,28,0.75,0.133,0.00027604,0.99972
$80K - $120K,Blue,Unknown,53,2,Attrited Customer,3212,708953883,M,36,2,2,1,Married,0,3212,0.713,757,20,0.25,0,0.98692,0.01308
$80K - $120K,Silver,High School,50,2,Existing Customer,34516,712608783,M,45,3,1,3,Married,1260,33256,0.588,1504,34,0.789,0.037,8.14E-05,0.99992
$40K - $60K,Blue,High School,41,3,Existing Customer,9797,820353558,F,36,4,1,2,Married,1434,8363,0.644,1503,34,0.478,0.146,5.56E-05,0.99994
$40K - $60K,Blue,Graduate,45,5,Existing Customer,10400,714964758,F,36,5,2,2,Divorced,1777,8623,0.791,1105,28,0.867,0.171,0.00011751,0.99988
$80K - $120K,Blue,Uneducated,53,3,Existing Customer,26792,716264358,M,42,2,1,2,Married,1836,24956,1.432,2398,47,0.88,0.069,5.88E-05,0.99994
Less than $40K,Blue,Graduate,67,1,Existing Customer,3006,717296808,F,56,4,3,2,Married,2517,489,2.053,1661,32,1,0.837,0.00016883,0.99983
$40K - $60K,Silver,Uneducated,57,2,Existing Customer,19482,712977183,F,36,6,3,0,Single,1072,18410,0.706,1421,22,1.444,0.055,6.16E-05,0.99994
$40K - $60K,Blue,Uneducated,59,1,Existing Customer,3356,710829108,F,36,4,2,3,Married,985,2371,0.35,999,28,0.556,0.294,0.00018475,0.99982
$40K - $60K,Blue,Uneducated,45,2,Existing Customer,5771,779562633,M,34,3,2,1,Married,2248,3523,1.791,1387,18,0.8,0.39,7.06E-05,0.99993
$80K - $120K,Blue,Graduate,51,3,Existing Customer,11106,715315833,M,36,6,2,3,Married,2107,8999,0.948,1243,24,1,0.19,0.00019864,0.9998
Less than $40K,Blue,Uneducated,59,1,Existing Customer,2890,815500983,F,54,5,3,0,Married,2001,889,1.334,1860,36,1,0.692,6.40E-05,0.99994
$60K - $80K,Blue,Graduate,53,1,Existing Customer,3380,719360583,M,45,6,2,2,Married,1701,1679,0.747,1502,25,1.273,0.503,0.00010684,0.99989
$60K - $80K,Blue,Graduate,47,3,Existing Customer,21331,709701558,M,36,2,1,2,Married,1251,20080,0.949,1460,50,1.083,0.059,5.72E-05,0.99994
Unknown,Blue,Uneducated,49,3,Existing Customer,12860,721148358,F,38,6,2,1,Single,0,12860,0.646,1348,27,0.286,0,7.32E-05,0.99993
$80K - $120K,Blue,Post-Graduate,49,3,Existing Customer,6278,779862408,M,33,3,1,0,Single,462,5816,1.161,1087,33,0.941,0.074,2.48E-05,0.99998
Less than $40K,Blue,College,60,0,Existing Customer,1438.3,812627208,F,55,5,1,3,Single,738,700.3,0.782,1226,33,0.571,0.513,7.73E-05,0.99992
Less than $40K,Blue,High School,50,2,Existing Customer,9355,711033408,F,36,5,1,2,Married,1626,7729,0.701,1230,28,0.867,0.174,5.35E-05,0.99995
Unknown,Blue,Post-Graduate,41,2,Existing Customer,20758,779956608,F,31,6,1,3,Married,0,20758,0.688,1555,32,0.684,0,0.000109,0.99989
$80K - $120K,Blue,Graduate,57,1,Existing Customer,14612,780376683,M,47,5,3,1,Married,1976,12636,1.768,1827,24,3,0.135,0.00010182,0.9999
$80K - $120K,Blue,Graduate,43,4,Existing Customer,27259,717912483,M,27,5,2,0,Unknown,0,27259,0.731,1376,35,0.591,0,4.40E-05,0.99996
Less than $40K,Blue,Graduate,57,3,Existing Customer,6347,714454758,F,47,4,2,3,Married,1594,4753,0.896,1771,37,0.762,0.251,0.00019864,0.9998
$120K +,Blue,Doctorate,54,3,Existing Customer,21592,780466533,M,41,3,3,0,Married,1676,19916,1.097,1873,52,0.529,0.078,9.96E-05,0.9999
Less than $40K,Blue,Post-Graduate,51,5,Existing Customer,3449,715735233,F,44,5,1,1,Married,1598,1851,0.971,1679,42,0.556,0.463,4.03E-05,0.99996
Less than $40K,Blue,High School,47,3,Existing Customer,6028,720476733,F,34,2,1,2,Married,799,5229,0.819,1002,22,0.571,0.133,5.56E-05,0.99994
$120K +,Blue,High School,41,0,Existing Customer,18214,715872333,M,36,3,2,3,Unknown,1998,16216,0.829,1344,21,1.1,0.11,0.0001597,0.99984
$80K - $120K,Blue,Uneducated,53,3,Existing Customer,16393,712375758,M,43,3,3,1,Married,1423,14970,1.642,1461,42,0.75,0.087,0.00011574,0.99988
Less than $40K,Blue,High School,68,0,Attrited Customer,1438.3,708868233,M,52,1,3,2,Married,900,538.3,0.743,760,21,0.615,0.626,0.99338,0.00662
$60K - $80K,Blue,College,59,1,Existing Customer,7871,718030083,M,36,4,1,2,Married,1687,6184,1.242,1428,22,1.444,0.214,5.03E-05,0.99995
$80K - $120K,Blue,Unknown,48,4,Existing Customer,5288,720707283,M,36,5,3,0,Married,866,4422,0.869,1777,42,0.75,0.164,7.65E-05,0.99992
$60K - $80K,Blue,Graduate,44,5,Existing Customer,11376,771698658,M,32,4,5,3,Married,2006,9370,0.619,1302,27,0.8,0.176,0.00034882,0.99965
$80K - $120K,Blue,College,48,3,Existing Customer,12302,748326258,M,41,4,5,3,Married,1632,10670,1.509,1483,41,0.519,0.133,0.00034086,0.99966
$60K - $80K,Silver,Graduate,47,4,Existing Customer,34516,770817783,M,33,3,2,1,Married,1679,32837,0.623,1060,27,0.5,0.049,6.50E-05,0.99993
$60K - $80K,Silver,Graduate,47,2,Existing Customer,34516,779353083,M,32,4,2,2,Married,1468,33048,0.505,1330,32,0.684,0.043,0.00010284,0.9999
Less than $40K,Silver,High School,43,1,Existing Customer,10514,711441333,F,35,3,2,2,Divorced,1580,8934,0.504,1229,27,0.8,0.15,9.38E-05,0.99991
Less than $40K,Blue,Graduate,55,2,Attrited Customer,1438.3,719808558,F,43,2,4,3,Married,0,1438.3,0.707,886,27,0.421,0,0.99727,0.00272694
$60K - $80K,Blue,Post-Graduate,59,2,Attrited Customer,1438.3,711551958,M,46,3,3,3,Married,0,1438.3,0.688,844,24,0.5,0,0.9972,0.00280059
$40K - $60K,Blue,Graduate,63,1,Existing Customer,2619,809164083,M,56,2,1,2,Married,1779,840,1.259,1450,37,0.947,0.679,5.17E-05,0.99995
$120K +,Blue,College,58,2,Existing Customer,24407,820596183,M,53,2,3,0,Married,2395,22012,1.071,2311,48,0.714,0.098,6.45E-05,0.99994
Less than $40K,Blue,High School,53,2,Existing Customer,2377,715999608,F,36,4,1,2,Married,1649,728,0.93,1378,26,1.167,0.694,5.35E-05,0.99995
$80K - $120K,Silver,Unknown,59,0,Existing Customer,34516,710565408,M,40,3,2,3,Unknown,1359,33157,1.327,1033,26,1.364,0.039,0.00016316,0.99984
$120K +,Blue,Graduate,52,3,Existing Customer,11086,805543158,M,47,5,3,3,Married,2207,8879,0.869,1523,40,1.105,0.199,0.0003139,0.99969
$60K - $80K,Blue,High School,48,3,Existing Customer,11432,709752183,M,36,4,2,2,Single,2517,8915,0.615,1374,37,0.762,0.22,0.00011482,0.99989
$40K - $60K,Blue,High School,43,4,Existing Customer,13258,716479233,M,36,5,3,2,Married,1721,11537,0.908,1080,21,1.333,0.13,0.00018339,0.99982
Less than $40K,Blue,College,48,2,Existing Customer,2571,713837058,M,36,3,2,3,Single,1955,616,0.531,1234,24,0.714,0.76,0.00018612,0.99981
Less than $40K,Blue,Graduate,43,4,Existing Customer,5781,718876683,F,31,5,2,0,Single,1168,4613,0.638,1600,32,0.455,0.202,4.40E-05,0.99996
$60K - $80K,Blue,Unknown,44,4,Existing Customer,7872,770746908,M,30,5,1,2,Married,2509,5363,0.971,1155,32,0.882,0.319,6.35E-05,0.99994
$80K - $120K,Blue,High School,41,3,Existing Customer,34516,794843883,M,35,6,1,2,Married,1202,33314,0.603,1353,33,0.737,0.035,5.56E-05,0.99994
Less than $40K,Silver,Uneducated,44,3,Existing Customer,11127,803043933,F,38,4,1,3,Divorced,1835,9292,2.368,1546,25,1.273,0.165,8.93E-05,0.99991
$40K - $60K,Blue,Unknown,50,2,Existing Customer,1857,758076408,M,43,2,1,3,Single,1603,254,0.579,1590,43,1.263,0.863,0.00010183,0.9999
Less than $40K,Blue,Uneducated,60,1,Existing Customer,1913,714606558,F,36,5,1,0,Married,1272,641,1.008,1448,22,1,0.665,1.96E-05,0.99998
$80K - $120K,Blue,Graduate,44,4,Existing Customer,3839,778425408,M,24,5,3,0,Single,2295,1544,0.569,1271,24,0.714,0.598,6.96E-05,0.99993
$40K - $60K,Blue,Graduate,48,3,Existing Customer,2115,714171108,F,39,6,2,3,Divorced,1141,974,0.616,1223,20,0.538,0.539,0.00019864,0.9998
Less than $40K,Blue,Graduate,44,2,Existing Customer,1438.3,719662458,F,27,5,2,2,Divorced,679,759.3,0.859,1117,29,1.071,0.472,0.00011382,0.99989
$80K - $120K,Blue,High School,41,2,Existing Customer,27756,713137233,M,28,4,3,0,Single,1789,25967,0.75,994,24,0.846,0.064,6.45E-05,0.99994
$60K - $80K,Blue,College,45,3,Existing Customer,1438.3,769425858,M,32,4,1,2,Single,0,1438.3,0.81,1468,26,0.625,0,5.56E-05,0.99994
Less than $40K,Silver,Uneducated,47,2,Existing Customer,13878,711297483,F,34,6,4,2,Divorced,2222,11656,0.853,1658,38,0.357,0.16,0.00020195,0.9998
Less than $40K,Blue,Graduate,51,2,Existing Customer,3106,788900883,F,36,3,1,3,Married,1304,1802,0.604,1368,38,0.407,0.42,9.26E-05,0.99991
$120K +,Blue,Graduate,51,2,Existing Customer,34516,758348808,M,44,4,3,3,Married,1666,32850,0.613,1218,18,0.8,0.048,0.00030251,0.9997
$40K - $60K,Blue,Uneducated,60,1,Attrited Customer,1438.3,772336458,F,50,4,4,3,Married,1025,413.3,0.838,702,12,0.714,0.713,0.99717,0.00282527
$80K - $120K,Blue,Unknown,57,2,Existing Customer,18871,708711483,M,46,2,3,0,Married,1740,17131,1.727,1516,21,2,0.092,7.29E-05,0.99993
$120K +,Blue,Graduate,41,5,Existing Customer,5207,717906783,M,29,5,2,2,Single,1748,3459,1.073,1310,26,1,0.336,0.00011751,0.99988
$80K - $120K,Blue,Post-Graduate,44,3,Existing Customer,17965,719437908,M,36,6,2,2,Divorced,1644,16321,0.921,1767,50,0.923,0.092,0.00013897,0.99986
$60K - $80K,Blue,College,43,1,Existing Customer,2733,769433508,M,37,6,3,3,Single,1819,914,0.767,933,25,0.923,0.666,0.00027607,0.99972
$60K - $80K,Blue,College,55,2,Existing Customer,8863,790096533,M,48,4,3,2,Married,1301,7562,1.207,1512,27,1.455,0.147,0.00017488,0.99983
$80K - $120K,Blue,Uneducated,52,1,Attrited Customer,1857,720997383,M,36,2,3,3,Married,1833,24,0.723,829,17,0.7,0.987,0.99659,0.00341249
$80K - $120K,Blue,Graduate,44,3,Existing Customer,34516,787541883,M,33,3,3,3,Unknown,0,34516,0.483,1120,27,0.35,0,0.0003139,0.99969
$40K - $60K,Blue,Uneducated,41,2,Existing Customer,11107,709930758,M,30,5,3,3,Married,1222,9885,0.538,1506,33,0.941,0.11,0.00031104,0.99969
$80K - $120K,Blue,Unknown,44,4,Existing Customer,21573,789830058,M,34,4,1,2,Single,1585,19988,0.621,1384,36,2.273,0.073,6.35E-05,0.99994
Less than $40K,Blue,Unknown,53,2,Attrited Customer,2859,710299608,F,33,2,3,3,Married,2517,342,0.993,817,30,0.667,0.88,0.997,0.00299743
$80K - $120K,Blue,High School,39,2,Existing Customer,5269,710741208,M,36,4,2,2,Single,1475,3794,1.148,2094,25,0.667,0.28,0.00011065,0.99989
$40K - $60K,Blue,College,49,5,Attrited Customer,1438.3,821797008,M,45,2,2,3,Married,0,1438.3,0.734,815,21,0.615,0,0.99482,0.00518
Less than $40K,Blue,College,45,2,Attrited Customer,3387,708874533,F,36,1,3,2,Married,0,3387,0.789,510,24,0.6,0,0.99432,0.00568
$80K - $120K,Blue,Graduate,54,2,Existing Customer,1982,715341858,M,46,6,2,3,Married,1289,693,0.939,1377,49,0.69,0.65,0.00019143,0.99981
$80K - $120K,Blue,Uneducated,49,3,Existing Customer,4645,793636308,M,43,2,2,2,Single,1650,2995,0.912,1193,33,0.65,0.355,0.00012144,0.99988
Unknown,Blue,Doctorate,46,3,Existing Customer,2189,713779908,F,36,6,3,2,Single,1666,523,0.343,1287,36,0.636,0.761,0.00027008,0.99973
$120K +,Blue,High School,46,4,Attrited Customer,2442,712125258,M,30,3,3,3,Married,0,2442,0.98,701,19,0.727,0,0.99677,0.00323086
$60K - $80K,Blue,Graduate,47,3,Existing Customer,21304,709703433,M,38,4,1,2,Married,1532,19772,1.018,1770,25,0.923,0.072,5.72E-05,0.99994
$60K - $80K,Blue,Doctorate,44,2,Existing Customer,7577,721022433,M,36,5,1,2,Single,2480,5097,0.435,1409,35,0.167,0.327,7.97E-05,0.99992
$120K +,Blue,Post-Graduate,50,3,Existing Customer,3234,710103558,M,31,4,1,2,Single,1486,1748,0.868,1354,28,0.647,0.459,6.72E-05,0.99993
$40K - $60K,Blue,High School,73,0,Existing Customer,4469,715952883,M,36,5,3,2,Married,1125,3344,1.363,1765,34,1.615,0.252,0.00015005,0.99985
$40K - $60K,Blue,Unknown,56,3,Existing Customer,2910,719731458,M,46,6,3,4,Unknown,709,2201,0.538,1192,27,0.588,0.244,0.00058851,0.99941
$40K - $60K,Blue,High School,59,0,Attrited Customer,3616,772390908,M,48,2,4,3,Single,1054,2562,0.616,687,17,0.545,0.291,0.99673,0.00326713
Less than $40K,Blue,High School,70,0,Existing Customer,3252,787348608,M,56,3,2,3,Married,1495,1757,0.581,1227,15,0.875,0.46,0.0001597,0.99984
Less than $40K,Blue,High School,55,2,Existing Customer,2358,709485033,F,36,4,3,3,Married,1152,1206,0.969,1737,26,1.6,0.489,0.00029408,0.99971
$60K - $80K,Blue,Unknown,43,4,Existing Customer,22322,715432608,M,36,4,1,0,Single,953,21369,0.769,1348,34,1.125,0.043,2.34E-05,0.99998
$120K +,Blue,Uneducated,45,1,Existing Customer,3133,799471833,M,39,4,2,2,Single,1510,1623,0.609,1435,38,0.462,0.482,0.00010985,0.99989
$40K - $60K,Blue,Uneducated,45,2,Existing Customer,3540,714187533,F,35,2,3,0,Single,849,2691,0.456,1321,28,0.75,0.24,6.82E-05,0.99993
$40K - $60K,Blue,Graduate,40,1,Existing Customer,6990,779656908,M,23,6,3,2,Married,1378,5612,0.73,1479,29,0.611,0.197,0.00016883,0.99983
$80K - $120K,Blue,College,36,2,Existing Customer,34516,788950158,M,22,2,2,3,Unknown,1652,32864,0.854,1283,39,1.294,0.048,0.00018612,0.99981
$40K - $60K,Blue,Post-Graduate,59,0,Attrited Customer,1438.3,778867533,F,40,1,4,1,Married,0,1438.3,1.038,689,23,0.353,0,0.9925,0.0075
$60K - $80K,Blue,Unknown,43,4,Existing Customer,24396,710620383,M,35,6,3,2,Married,1171,23225,0.655,965,17,1.125,0.048,0.00020735,0.99979
Less than $40K,Blue,Unknown,46,1,Existing Customer,2474,778661358,F,36,2,3,2,Married,2143,331,1.53,1541,40,1,0.866,0.00018558,0.99981
$40K - $60K,Blue,Uneducated,41,2,Existing Customer,5214,789483333,M,32,5,1,3,Married,795,4419,0.707,1258,23,1.3,0.152,9.52E-05,0.9999
Less than $40K,Blue,Graduate,51,2,Existing Customer,5207,809855808,F,46,5,2,2,Married,1650,3557,0.708,1339,20,0.538,0.317,0.00011382,0.99989
Less than $40K,Blue,Unknown,51,3,Existing Customer,9512,718464258,F,25,2,2,2,Unknown,1082,8430,0.701,1007,22,1.444,0.114,0.00012982,0.99987
Unknown,Blue,Graduate,43,4,Existing Customer,3187,708528483,F,23,6,3,2,Divorced,2430,757,0.617,1387,33,1.357,0.762,0.00018864,0.99981
$40K - $60K,Blue,High School,64,0,Attrited Customer,3353,771809733,F,53,1,3,3,Married,0,3353,1.021,960,18,0.385,0,0.99605,0.00394582
$60K - $80K,Blue,Graduate,54,5,Existing Customer,2290,719942883,M,38,3,3,3,Married,1434,856,0.923,1119,18,3.5,0.626,0.00031231,0.99969
$40K - $60K,Blue,Unknown,48,3,Existing Customer,5279,807226683,M,43,6,1,3,Single,1115,4164,0.549,1642,41,0.519,0.211,0.00010566,0.99989
$60K - $80K,Blue,Uneducated,40,2,Existing Customer,23603,717806133,M,29,5,3,0,Divorced,0,23603,0.795,1382,31,1.067,0,6.82E-05,0.99993
$40K - $60K,Blue,Uneducated,57,0,Existing Customer,2601,720615708,M,45,6,2,2,Married,0,2601,0.814,1232,32,0.684,0,0.00010043,0.9999
$80K - $120K,Blue,Graduate,45,4,Existing Customer,6363,714511758,M,40,4,3,0,Single,1029,5334,0.838,1542,16,1.286,0.162,6.96E-05,0.99993
$80K - $120K,Blue,High School,41,3,Existing Customer,8029,715050408,M,36,4,3,3,Single,1576,6453,0.826,1094,32,0.524,0.196,0.00030516,0.99969
Less than $40K,Blue,Uneducated,42,4,Existing Customer,2410,721132233,F,31,2,2,2,Married,1769,641,0.759,1217,30,1.143,0.734,0.00012274,0.99988
$60K - $80K,Blue,Graduate,45,2,Attrited Customer,3401,719211558,M,36,1,1,2,Single,0,3401,0.898,744,18,1,0,0.98217,0.01783
Less than $40K,Blue,Uneducated,42,4,Existing Customer,2260,712069008,F,23,4,2,0,Married,1007,1253,0.84,1614,33,0.737,0.446,4.53E-05,0.99995
$80K - $120K,Blue,Uneducated,47,4,Existing Customer,17682,715996983,M,30,5,2,2,Divorced,2481,15201,1.302,1747,31,1.214,0.14,0.00012274,0.99988
$40K - $60K,Blue,High School,48,4,Existing Customer,4206,773466258,F,42,3,1,3,Married,1100,3106,0.587,1144,22,1,0.262,9.44E-05,0.99991
$80K - $120K,Silver,Graduate,43,1,Existing Customer,34516,798983508,M,37,4,3,2,Single,1440,33076,1.117,1575,34,2.4,0.042,0.00015255,0.99985
$80K - $120K,Blue,High School,41,4,Existing Customer,23018,719117433,M,36,4,3,0,Unknown,2168,20850,0.859,1463,24,1.667,0.094,6.77E-05,0.99993
$40K - $60K,Blue,Uneducated,54,1,Existing Customer,5556,716451183,F,44,5,2,3,Married,1711,3845,1.434,1706,21,1.625,0.308,0.00018475,0.99982
Unknown,Blue,High School,54,2,Attrited Customer,6094,718621608,F,44,3,3,1,Married,0,6094,1.129,909,14,0.273,0,0.99061,0.00939
$40K - $60K,Blue,Graduate,61,0,Existing Customer,2939,715085733,M,52,3,1,2,Married,1999,940,2.145,2434,33,1.538,0.68,4.73E-05,0.99995
$80K - $120K,Blue,Uneducated,61,0,Existing Customer,5362,788977833,M,48,2,1,0,Married,1274,4088,1.015,1876,41,0.783,0.238,1.79E-05,0.99998
$120K +,Blue,High School,48,2,Attrited Customer,27126,720272958,M,36,3,3,3,Married,0,27126,0.953,1000,25,0.786,0,0.99661,0.00338788
Less than $40K,Blue,Graduate,45,4,Existing Customer,3342,708421833,F,36,6,3,2,Single,2517,825,0.771,1139,30,0.765,0.753,0.00018864,0.99981
Unknown,Blue,Graduate,54,4,Attrited Customer,2532,709173108,F,40,6,2,2,Married,2221,311,0.491,799,21,0.235,0.877,0.99169,0.00831
Unknown,Blue,Doctorate,54,3,Existing Customer,1900,709879458,F,46,2,2,3,Married,1376,524,0.89,1881,45,0.607,0.724,0.00028744,0.99971
$60K - $80K,Blue,Graduate,44,3,Existing Customer,14546,715120608,M,37,2,3,2,Single,1703,12843,0.955,1273,27,0.588,0.117,0.00018665,0.99981
Unknown,Blue,Doctorate,50,4,Existing Customer,2521,770632758,F,36,2,3,2,Single,1608,913,0.587,1328,33,0.571,0.638,0.00027297,0.99973
$60K - $80K,Blue,Doctorate,55,2,Existing Customer,16427,779078733,M,36,3,4,3,Married,1682,14745,0.631,1579,36,1.118,0.102,0.00052896,0.99947
$40K - $60K,Blue,Graduate,48,2,Existing Customer,13068,771742533,M,36,5,1,2,Unknown,1718,11350,0.607,937,28,0.556,0.131,5.51E-05,0.99994
$60K - $80K,Blue,College,45,2,Existing Customer,23218,720250158,M,33,6,3,0,Single,1814,21404,1.178,1749,37,2.083,0.078,6.45E-05,0.99994
$40K - $60K,Blue,High School,60,0,Existing Customer,3281,716458983,M,36,5,1,3,Married,837,2444,1.859,1424,29,1.417,0.255,7.73E-05,0.99992
$40K - $60K,Blue,High School,55,2,Existing Customer,3096,713747733,M,47,5,3,2,Married,2217,879,0.799,2011,41,0.783,0.716,0.00017486,0.99983
$40K - $60K,Blue,High School,62,0,Existing Customer,2052,712270158,F,52,5,2,3,Married,1250,802,0.728,1208,31,0.632,0.609,0.0001597,0.99984
Less than $40K,Blue,High School,38,1,Existing Customer,1438.3,789562383,F,30,2,3,0,Unknown,583,855.3,0.888,1259,24,1,0.405,6.05E-05,0.99994
$40K - $60K,Blue,High School,46,3,Existing Customer,9432,754897008,M,39,2,3,2,Single,1418,8014,0.612,1319,26,0.368,0.15,0.00018145,0.99982
$120K +,Silver,High School,50,0,Existing Customer,14938,819700533,M,45,5,2,3,Single,2303,12635,0.804,949,27,2,0.154,0.0001443,0.99986
$60K - $80K,Blue,Uneducated,45,2,Existing Customer,2221,712890408,M,36,5,3,2,Married,1343,878,0.869,1338,30,1.308,0.605,0.00018494,0.99982
$60K - $80K,Blue,Post-Graduate,47,3,Existing Customer,5731,720248208,M,37,6,3,0,Divorced,1577,4154,0.657,1554,26,0.444,0.275,8.10E-05,0.99992
$60K - $80K,Gold,College,48,4,Existing Customer,34516,779749908,M,33,2,2,3,Married,2061,32455,0.722,1350,32,0.455,0.06,0.00022488,0.99978
$60K - $80K,Blue,Uneducated,35,3,Existing Customer,6985,717401883,M,22,5,2,2,Married,1130,5855,0.963,1694,44,0.76,0.162,0.00012144,0.99988
$120K +,Blue,Graduate,51,2,Existing Customer,24221,721509558,M,42,3,3,0,Married,1707,22514,0.816,1678,40,0.538,0.07,6.64E-05,0.99993
Unknown,Blue,High School,36,3,Existing Customer,15439,710572458,F,24,4,1,1,Married,0,15439,0.742,2069,43,0.536,0,3.35E-05,0.99997
$80K - $120K,Blue,Graduate,47,4,Existing Customer,21637,714576183,M,36,6,3,2,Single,2030,19607,0.776,1222,23,0.438,0.094,0.00018864,0.99981
$120K +,Blue,Graduate,52,2,Existing Customer,14543,721425558,M,37,2,3,2,Single,0,14543,0.788,1536,37,0.423,0,0.00017987,0.99982
Less than $40K,Blue,Uneducated,43,4,Existing Customer,9684,711109908,F,36,2,1,1,Married,2475,7209,0.697,1400,31,2.1,0.256,3.58E-05,0.99996
$40K - $60K,Blue,High School,63,2,Existing Customer,5007,715203108,M,36,2,2,2,Married,930,4077,0.885,1050,28,1.154,0.186,0.00011065,0.99989
$60K - $80K,Blue,Graduate,61,0,Existing Customer,1616,710027508,M,54,3,2,0,Married,1047,569,0.984,1389,33,1.2,0.648,3.60E-05,0.99996
$60K - $80K,Blue,Uneducated,53,2,Existing Customer,19116,787464408,M,40,5,2,2,Single,0,19116,0.656,1184,29,0.611,0,0.00011703,0.99988
Less than $40K,Blue,Graduate,53,3,Existing Customer,2759,783542133,F,47,5,6,2,Married,2223,536,1.32,2093,42,1,0.806,0.00014734,0.99985
$120K +,Blue,Graduate,57,3,Attrited Customer,8249,708330858,M,38,2,3,3,Married,1381,6868,0.798,678,11,0.833,0.167,0.99683,0.00317458
Unknown,Blue,Graduate,38,2,Existing Customer,14041,714426783,F,31,2,3,2,Single,2154,11887,1.084,1467,29,1.417,0.153,0.00017987,0.99982
$60K - $80K,Blue,High School,53,3,Existing Customer,5264,712701333,M,43,5,3,2,Married,2169,3095,0.374,1219,27,0.5,0.412,0.00018145,0.99982
Less than $40K,Blue,Unknown,63,0,Existing Customer,2420,709494483,F,54,4,2,1,Married,1912,508,1.256,1730,36,0.565,0.79,6.47E-05,0.99994
Less than $40K,Blue,High School,49,4,Existing Customer,2826,773373108,F,43,4,2,0,Married,2070,756,0.541,1025,28,0.647,0.732,4.28E-05,0.99996
$80K - $120K,Blue,High School,45,2,Existing Customer,12518,715812258,M,34,5,5,2,Married,1539,10979,0.645,1165,33,0.833,0.123,0.0001953,0.9998
$40K - $60K,Blue,Graduate,67,0,Existing Customer,5876,778286433,M,56,4,2,1,Married,1297,4579,1.012,2133,55,0.719,0.221,5.89E-05,0.99994
$80K - $120K,Silver,Graduate,48,3,Existing Customer,34516,789270033,M,37,3,2,3,Single,0,34516,0.448,1122,13,0.182,0,0.00017949,0.99982
Less than $40K,Blue,Uneducated,51,2,Existing Customer,9648,711569433,F,38,4,1,2,Divorced,1926,7722,0.549,1083,22,1.75,0.2,5.66E-05,0.99994
